CUSIP,Issuer,Issue Date,Maturity Date,Coupon Rate,Price,Par Value,Market Value,Rating,Sector
8OG5RNPT2,EI04BF,2018-10-12,2046-8-7,4.73,117.29,169.94,2250.19,AAA,Consumer Discretionary
9S3BI0NNN,MFCHF9,1987-11-11,2034-11-19,5.01,80.45,371.99,7682.29,B,Materials
RWX9KV5U6,N7GEIN,1994-5-4,2046-10-22,0.53,86.63,511.83,1108.13,A,Healthcare
NXDS6591L,5G8DLR,2020-3-15,2044-9-5,1.95,105.77,410.61,2424.41,C,Utilities
9PN1JA6OV,U0WQ7R,1996-12-18,2024-3-17,0.86,114.46,812.95,8140.91,C,Utilities
PGMR5KER1,3SBBZJ,1991-4-23,2039-11-4,6.53,81.17,731.65,4971.49,CCC,Real Estate
2OX3XM9ID,6954MF,2016-12-20,2031-11-20,5.81,102.79,452.31,2956.35,AAA,Finance
02I0HG3B1,V0DY6G,1988-11-17,2028-8-10,1.43,119.67,737.55,5691.85,AAA,Industrials
LB7F7ZAIC,GLMMPW,2014-6-10,2049-4-14,4.69,115.35,198.22,6844.09,BBB,Healthcare
MHLUNFWHN,CV8P81,2022-8-28,2024-5-16,0.6,86.21,288.81,9089.92,AA,Industrials
I7PMTABPG,ETU6MZ,1989-1-7,2026-8-3,2.47,92.64,479.66,5414.48,CC,Industrials
6AVNP5K66,7RZC4T,1988-2-16,2033-3-19,9.85,114.74,700.74,2524.63,D,Energy
7HUYVVZOZ,RYH95K,1991-7-15,2049-5-28,2.19,110.47,162.24,6019.7,AA,Consumer Staples
WMV7NN9Q0,IK76OI,2011-12-28,2043-8-17,0.46,84.16,345.09,4874.88,CCC,Technology
Q47M8IQ4I,IAFHF0,2019-7-2,2044-6-23,7.91,115.68,248.74,6919.14,BBB,Healthcare
DMS3AH6AU,E4V89R,2002-1-11,2029-3-8,8.86,95.06,801.11,3658.16,AA,Utilities
QRFE982Y7,E8CO1D,2015-6-7,2032-10-25,4.64,87.94,712.31,3877.56,AAA,Technology
U7ON7W4DO,G0L4WK,2009-4-6,2049-5-8,8.78,104.14,487.66,5809.68,A,Healthcare
QC36MP4UA,SF5FTD,2016-12-2,2047-2-22,9.13,118.99,802.75,4353.24,CCC,Utilities
QHAG5Y9LN,U4X8OD,2019-11-1,2031-10-15,1.84,91.79,919.48,6255.2,D,Consumer Staples
LJ2FCD667,JRVZ3Z,1988-5-27,2037-6-12,9.63,84.65,366.16,1062.7,AA,Real Estate
8SYPN6IXH,4VYRIR,1988-5-10,2032-1-4,4.56,112.37,688.92,7127.41,B,Utilities
3KWUE7GCP,XLDWMN,1988-7-18,2025-4-8,3.5,91.2,967.71,1313.52,CC,Technology
VZWUJO311,ZSJPQN,2023-4-17,2050-4-17,9.87,118.25,233.41,4559.18,BB,Materials
9KE1DPTIZ,EF2YGU,1994-7-15,2043-1-17,7.98,115.84,361.53,9013.98,C,Utilities
75FPJPXXU,XECXKH,2007-11-1,2034-8-18,1.15,114.76,780.2,3971.83,C,Consumer Discretionary
QRKVB9KC9,0TR7CN,2017-7-18,2027-4-21,1.82,102.43,659.22,3771.04,B,Healthcare
R0RLCMMGU,NQD29F,2017-9-16,2040-5-24,7.32,102.17,840.6,6302.83,A,Materials
UOLHMRQ2G,RZMYIE,1991-7-23,2042-2-24,4.23,116.68,651.53,9783.1,A,Technology
LENG0D3NV,VBL1U3,2000-10-25,2034-9-7,8.99,95.56,828.2,5643.84,C,Technology
9DETDGFN0,40MQMW,1997-6-11,2034-7-1,9.45,98.33,583.2,2707.11,BBB,Real Estate
VAHQ5FC0D,APAULN,2005-6-9,2025-2-26,5.08,99.82,524.8,9202.62,AAA,Energy
070R3RO59,16GELO,2020-9-8,2046-1-19,1.72,83.25,963.63,6425.33,A,Consumer Discretionary
N3G7OBEPX,0SXSV7,2013-9-22,2050-9-20,9.65,103.44,282.4,1545.13,A,Consumer Discretionary
8C22SGWDM,NY5S2H,2000-7-10,2034-5-28,9.45,102.75,138.91,1024.55,BBB,Technology
Z2U04ILFY,S4YQOL,2007-6-8,2037-8-19,2.36,103.74,277.87,1826.87,A,Industrials
Z5VAE1VWN,UFTKUZ,1987-9-22,2044-7-21,0.39,84.18,247.19,4021.66,BB,Consumer Discretionary
P07JQQ5N0,VG27GU,2013-1-14,2041-10-15,3.22,107.46,400.14,7423.44,AAA,Consumer Staples
FGE51BIAE,L7287S,2020-2-13,2031-2-20,2.07,90.26,473.98,6305.13,AA,Finance
8IEI7ZL2U,AHBGBH,2004-5-23,2027-11-10,3.06,114.12,207.58,2701.71,C,Technology
ULVZI8SL3,DQDE2H,2001-9-22,2029-4-2,8.27,92.91,125.23,6870.35,CCC,Industrials
WZGKPQ6NG,ERG6NT,1985-8-17,2036-7-28,2.86,85.23,395.67,7830.43,CC,Real Estate
1TPKYEWPD,NGO7OS,2018-6-13,2033-9-2,4.96,104.93,455.86,2937.52,CCC,Consumer Discretionary
XONJV1N4A,FJ3NJQ,2021-3-18,2028-1-8,7.48,85.32,134.37,2874.3,AAA,Energy
XFPYZSXXK,DD6LVW,2010-12-13,2043-3-3,7.24,102.54,773.27,2607.4,CCC,Healthcare
R3GMCUSN1,PU4DC7,2010-8-19,2025-2-18,3.52,119.67,692.52,8509.53,A,Technology
9GOIATCXK,TB61LT,1993-11-19,2038-1-16,1.55,116.99,703.43,2349.84,C,Healthcare
SMP0YOGS6,15B0R1,2001-2-2,2048-7-4,5.9,98.96,710.17,4282.07,AAA,Finance
6Y59MUYSZ,C72TCY,2013-6-21,2028-9-7,4.59,91.53,367.57,3156.81,D,Energy
UXX7RJUND,WUYRNM,2023-11-1,2032-12-6,0.82,99.0,262.32,3308.52,AAA,Energy
XKLK3PD52,72DJ2B,1987-12-4,2047-8-1,3.32,81.66,784.31,6933.48,CCC,Real Estate
4TISZ2HT9,YWQK1C,2019-12-1,2029-10-7,9.64,82.72,495.93,5240.56,AAA,Finance
QLYWEQ4QF,1LGJFH,2021-1-24,2033-8-8,5.37,91.52,268.58,9324.04,B,Utilities
12Z6PQR55,8GL0G3,1982-4-12,2050-3-14,5.48,84.76,861.18,8379.79,BB,Consumer Staples
YPA5R2OWX,4JQY1O,1991-7-9,2045-8-11,8.61,114.91,182.63,3942.76,AA,Finance
7CB99RF9P,FJOINC,1995-5-13,2038-6-19,3.94,113.94,492.17,9968.22,CC,Real Estate
M0DI5BBOA,Q2LC78,1993-5-22,2034-2-20,2.21,108.05,716.23,5140.53,AAA,Finance
UP44JUCT1,8XPVS6,1991-8-4,2044-8-26,7.75,106.11,100.73,2949.32,BB,Consumer Staples
L6JA2172A,D0BJSK,1990-6-25,2045-10-19,7.71,89.12,616.19,6356.7,BBB,Consumer Discretionary
AOLBXUMON,AMYH7J,1996-9-6,2025-10-25,3.47,90.95,931.11,9380.2,AAA,Technology
38RNH1XVU,BZM4V4,2006-9-24,2040-1-8,1.51,80.72,784.78,2209.08,D,Real Estate
MVJOU3YLU,WW4UUD,1980-7-26,2034-4-18,8.48,82.75,358.84,1988.27,AAA,Consumer Staples
X62E2XB6L,0530MM,2000-4-17,2036-4-1,9.77,87.28,889.17,4098.45,D,Consumer Discretionary
2UHK0VLVJ,KFTA45,2021-4-2,2049-10-2,4.98,98.01,273.12,4549.24,AAA,Energy
QEOQEPMYS,FAT10G,2011-6-24,2049-9-23,4.12,80.2,636.78,9648.43,AAA,Materials
PYRI8GK80,ILWPIK,2016-12-18,2044-4-4,0.65,101.08,575.7,8740.87,C,Materials
EZ9FCVKNN,JHJB4A,1994-11-20,2041-12-6,6.61,112.19,819.66,5792.62,BB,Consumer Staples
2OC4FC02J,LI2M2M,2016-8-4,2026-6-24,4.49,90.81,437.37,4725.13,D,Finance
I7HHJJF6P,S4223O,2017-1-15,2037-6-25,3.81,109.83,487.23,3270.81,D,Healthcare
NB7Y2HR8C,WH8HHN,2015-12-28,2036-10-9,8.05,99.32,710.02,7380.14,A,Technology
AGZ6XP8Q5,TJ092F,1986-3-1,2031-6-14,0.35,90.06,611.45,7649.45,AAA,Utilities
55KT1L0JL,0IN0OH,2007-3-26,2043-5-27,0.71,105.84,976.55,7830.28,A,Utilities
TK6RKZS99,53WIX7,2011-11-22,2025-7-24,8.51,97.74,794.52,8523.15,B,Industrials
41FLZJ3T8,CZUEYK,1985-6-12,2024-7-15,4.81,97.32,964.86,8164.12,B,Consumer Discretionary
9QOMXMJNK,F0HLXO,2010-6-10,2034-4-11,3.41,113.92,453.58,3758.23,AAA,Technology
ZIS003446,HT3DLA,2017-3-27,2040-5-15,1.65,94.84,703.48,8924.96,D,Technology
CZVCB0TCG,H1LS3O,2023-9-4,2038-4-12,5.37,103.03,929.56,2045.56,A,Industrials
3156EY0DT,ZOSZ5R,2010-6-23,2046-11-11,4.37,97.98,580.81,3069.69,BB,Technology
1Q1IZ2VUO,6TK7I7,1983-11-17,2032-6-10,4.91,88.79,521.67,5041.84,AA,Healthcare
PJMIB29Q7,FWBEUL,2014-8-27,2033-10-9,0.98,110.83,352.8,1755.07,C,Finance
VURDMELQV,KECHQW,2020-6-16,2030-2-19,9.25,85.18,506.9,1920.01,BBB,Energy
Q1D669FTK,LD9DLQ,2012-12-27,2036-9-26,5.51,104.15,584.21,8898.16,D,Energy
PMWUZTBIE,3XO70M,2023-10-18,2025-1-27,4.51,98.74,464.84,8074.12,C,Real Estate
IR6M04NIG,UE1DZW,2007-5-23,2049-11-18,7.53,107.96,611.43,7086.88,D,Technology
RITWHMEID,7XGLPZ,1994-8-25,2047-6-23,5.13,97.72,961.31,9861.62,CCC,Technology
BROSKGR3F,QGVGN7,2023-3-11,2049-9-7,3.64,104.3,229.37,4136.32,BB,Consumer Discretionary
7TJ2GJPHD,ZBZ5R9,1991-10-17,2029-6-26,5.1,83.27,263.04,4864.45,D,Energy
0D1AB3JMK,213XWW,1981-10-9,2039-2-2,0.73,81.61,539.17,6111.96,CCC,Utilities
HHHTGNA97,U2P8OU,2007-2-25,2043-4-21,4.26,106.66,852.24,7166.69,BB,Technology
KF6TD71HO,OZT4QK,1985-7-11,2037-4-16,8.91,96.93,578.52,8275.82,B,Energy
5H8SNLEEV,2L4HGK,2023-12-22,2031-7-6,7.0,90.39,575.16,7854.5,BBB,Technology
B7J2GFZ8D,60R71K,2004-8-3,2045-8-22,1.5,88.14,827.43,5339.34,CC,Healthcare
9ORBPD4WC,IVCOPV,1993-6-1,2024-9-28,5.94,116.79,745.21,7303.07,B,Consumer Staples
0WW1QPA06,WZIIGO,2015-6-21,2026-11-28,9.34,94.31,181.06,3417.94,BB,Utilities
FUY7U41IR,4H1ZHE,2007-3-24,2029-3-12,8.26,117.58,609.41,8508.8,D,Finance
BKGDMZCD9,L8W7CW,1981-11-3,2049-7-21,7.32,96.46,995.39,6142.89,BBB,Materials
T3AKTU8V5,TBS4DO,2019-5-15,2048-11-1,9.23,92.7,810.48,8123.88,D,Energy
AYFLQ56AX,6AFERH,2003-7-4,2049-11-20,8.64,86.34,395.26,2840.3,B,Utilities
4S5VBH5DJ,W02EFB,2022-8-20,2031-7-19,5.6,102.54,101.7,7754.7,C,Finance
IYED44ZZR,QTQ0LY,2007-8-7,2041-2-5,5.1,82.77,319.76,7431.88,C,Healthcare
S5BU7UGL7,0JMWXY,2000-7-3,2048-12-19,6.52,106.73,756.17,5099.17,BBB,Utilities
MG6GRKS8F,BG19EA,2023-11-3,2030-12-3,5.6,102.91,629.62,7265.25,BBB,Healthcare
PHGNOHLIR,8SHU3W,2001-7-21,2034-5-15,1.08,83.5,913.77,5074.97,CCC,Healthcare
CNZLU05BK,FVHTC6,2007-3-9,2031-8-1,0.15,111.87,681.6,5091.33,C,Real Estate
RQDQ8D0Y1,HGR0UK,2016-8-19,2030-10-1,0.18,109.09,418.7,9264.38,CC,Healthcare
0IX2X5F65,K4C17P,2015-7-25,2036-5-12,4.17,96.19,674.74,5747.5,CCC,Healthcare
K63YYNPB2,REA655,2001-4-1,2048-12-24,5.01,98.99,652.53,2469.52,A,Materials
QJ1VLL3PN,QFR4OR,2003-10-12,2043-7-18,9.33,84.51,983.29,1888.95,D,Healthcare
W7Y4DWAEA,967GIT,1996-2-10,2037-2-17,8.48,91.31,180.5,3020.27,AA,Real Estate
TK63OA67X,UHB8WP,1999-5-22,2030-10-17,7.77,111.7,479.41,1378.01,CC,Real Estate
ECHAWXRZW,BX7328,2001-11-13,2048-1-9,2.76,114.07,292.53,7881.9,CCC,Utilities
Q6KEQH5Q2,P0ENMV,1989-11-19,2034-5-12,1.56,98.13,271.57,9341.99,B,Real Estate
DOICREU8X,W6MKFT,1999-12-5,2034-3-12,6.8,105.87,928.44,5354.83,D,Utilities
5ND3ZUZJG,0B3OKI,1993-6-19,2028-4-22,3.93,99.25,234.21,5068.95,CC,Healthcare
RRHPIX41H,SU5BQ3,1994-9-3,2035-5-21,4.78,80.31,347.12,2007.04,BB,Finance
YK2I0K14H,T2WGMC,2015-1-1,2044-2-16,2.23,119.17,386.09,5218.11,AA,Industrials
CKI3YHBN5,VI1HYK,2021-6-22,2032-7-10,3.18,83.71,896.26,5696.94,AAA,Industrials
DT551CTJV,AEAZKK,1992-12-27,2037-11-1,2.12,114.81,749.5,2694.05,A,Energy
CUJ7L8KJS,B2DJ6P,2004-3-20,2039-5-25,0.94,86.98,228.05,1608.48,D,Utilities
O1JXQMCBI,BHGBOP,2001-12-12,2041-5-24,1.31,118.22,194.58,4344.48,A,Consumer Discretionary
84YF9WZPC,PEPL1Y,2002-7-1,2047-7-8,7.75,119.03,180.82,4415.49,D,Real Estate
T56IISHI6,74THIT,2016-12-8,2046-11-9,3.06,95.72,390.38,7729.46,AAA,Healthcare
7MG0VB6JK,SRE2TW,2005-3-27,2026-9-3,7.14,114.08,707.83,3380.99,C,Energy
TAO8FRRXW,FHRQLD,1998-3-2,2037-2-13,8.88,92.09,976.68,3682.07,C,Healthcare
W6UM30P8E,GURK5J,2018-5-26,2049-6-15,1.36,107.17,250.94,8663.11,AA,Real Estate
AA2O82ZMG,AEP78Q,2003-6-22,2041-3-22,8.73,101.89,901.79,9508.16,A,Real Estate
SJJ27Q1FQ,JHHDUK,1991-1-13,2045-12-25,2.64,100.48,247.59,3241.79,AAA,Consumer Staples
0T0F476LK,1I660H,2011-1-24,2037-9-12,4.03,97.88,148.1,4524.2,A,Consumer Discretionary
DADTNFK7Q,49KP93,1981-2-1,2039-1-26,7.66,86.48,374.14,4323.02,CCC,Utilities
BH4779I6V,6HCYMO,1989-1-1,2044-3-16,0.97,81.98,695.45,1900.1,BBB,Real Estate
46OYECQUL,BWK6FD,1985-1-8,2030-9-20,2.29,103.01,361.24,2029.56,AA,Energy
C0E16FYFR,MR0GWK,2002-5-10,2043-3-22,8.33,80.7,942.16,2957.06,AAA,Technology
56Y1RHZSO,ZIZSQR,2012-10-21,2035-10-11,1.78,107.8,527.69,7114.74,BB,Energy
LQBKPA3P7,X860W7,2021-12-17,2049-11-15,5.49,85.62,170.18,6329.6,B,Utilities
DZUAA2Y4N,AOJR75,1989-7-18,2046-8-4,6.97,88.58,503.72,4218.73,BB,Materials
53PILH7A7,ABSNZC,2023-7-18,2043-4-16,2.45,92.67,480.22,6186.37,A,Healthcare
IM26STHIT,OM879O,2017-9-1,2049-1-7,7.21,114.46,393.16,8699.02,BB,Real Estate
RBGGSLCV8,CG9DUC,2014-7-6,2044-1-27,2.84,89.04,759.92,4808.74,BB,Utilities
IO706MZHM,W1WTYD,2022-8-1,2027-3-1,0.42,103.81,873.05,5206.17,BBB,Real Estate
YCSEYCMWD,U0D40Y,2011-8-18,2050-10-5,2.38,81.73,124.22,8217.1,BBB,Healthcare
VCYN0CYSZ,P1ZKON,1995-5-2,2037-11-17,5.97,105.73,620.95,7701.98,BB,Energy
S8B0P1EUT,5NMZOX,2016-6-25,2048-11-22,6.36,108.65,970.28,2577.94,AAA,Materials
X63DQYX9Q,UTQYH8,1997-10-1,2026-4-13,1.77,89.28,235.1,4445.61,AA,Energy
S8CTK8ECJ,7YWAGD,2008-3-9,2049-2-2,7.53,106.41,131.06,9773.41,CCC,Energy
D2R1IYAMG,8LPORJ,1980-7-20,2038-4-13,7.55,87.36,946.74,4934.13,BBB,Materials
E0ALWDYZO,N8QZTH,1980-5-11,2045-1-27,6.83,105.26,850.68,7480.86,BBB,Consumer Staples
JTHV6OP3C,2UEKPS,2006-1-3,2048-8-2,1.87,97.23,988.43,2300.98,AAA,Utilities
STKCSZFO1,SELGQ1,1999-8-21,2039-2-3,8.92,114.45,932.15,4115.93,BB,Real Estate
L3CJMOO3C,IWWG4B,2017-12-13,2044-4-17,6.34,81.55,532.71,3832.72,AAA,Materials
Y2IN4EVU3,600D0T,2013-3-17,2047-3-4,4.3,106.12,495.81,4046.15,CCC,Materials
TVK3EVMSN,GWDRS9,2012-3-2,2025-7-16,0.79,94.17,507.7,6692.4,AA,Energy
LHSULWSNZ,JWTPTD,1982-1-19,2042-11-26,0.16,90.91,757.19,5132.08,CCC,Technology
B2QOA3AJR,TS7U6A,2000-5-4,2040-11-17,9.8,95.75,532.37,6030.48,D,Energy
GDYNKLILO,MHRVAN,2023-5-3,2043-6-24,8.97,104.23,404.17,7337.46,D,Technology
MQFPEUXIE,M592IW,1992-6-14,2030-5-6,5.77,94.99,647.56,6997.63,AA,Real Estate
V0Z7SYE7R,J87EDP,1997-12-22,2039-12-14,5.32,93.12,824.49,9651.95,A,Energy
2CU1NKOJ7,UO96LZ,2015-2-22,2047-11-23,0.39,108.99,901.38,2840.56,BB,Finance
AUZVHYQC4,CXSAZ8,2018-8-10,2041-6-12,2.51,108.54,826.34,1378.27,AA,Healthcare
1D86ZQAOK,HMSTA9,1981-12-26,2036-11-2,5.26,109.84,775.1,2833.62,BBB,Technology
GWR6T43DT,S1SBN9,2020-9-13,2029-12-25,7.17,81.73,527.19,4517.08,BBB,Finance
WK2YN1KIE,2A13MW,1994-10-4,2030-1-19,4.88,106.5,685.19,4366.36,BB,Industrials
EB41MRT0Q,OPHR8J,2017-3-18,2030-1-23,0.77,110.59,742.74,6897.81,C,Materials
KC6XLOSNL,PCYUSD,1989-9-3,2042-4-8,2.55,98.14,438.02,9751.95,AAA,Technology
VTAF3XX7R,PYITB7,1987-1-21,2039-10-20,3.75,118.39,933.81,9264.11,AA,Technology
ITOEJZKFB,4EDZAF,1992-10-7,2047-5-13,4.22,110.08,950.47,8319.71,D,Healthcare
6Z6VFZ777,PZ75UB,2019-10-22,2035-8-15,6.42,94.74,568.13,8517.75,BBB,Materials
I9IO7A4DE,19ZWLF,1994-3-13,2032-8-11,8.81,105.17,645.16,7904.06,B,Consumer Discretionary
H4EIV3JH9,5MK71J,2006-5-19,2032-10-16,8.23,113.6,285.09,7911.81,CC,Finance
1MP4L7GOL,R3CXE1,2010-11-21,2046-6-7,6.43,92.05,129.26,6672.16,C,Consumer Staples
4Y8EK58ZF,HZO66Z,2020-2-2,2043-9-15,5.11,100.21,660.45,8362.9,CCC,Healthcare
VB5EEWV6X,1TXRL4,1984-5-14,2049-12-17,4.48,97.57,387.31,1646.51,BB,Technology
2JNIIJX9N,F7UBSG,2006-2-19,2034-2-10,2.5,84.37,426.21,9997.99,CCC,Technology
PN1A9ZWW3,8AAD69,2018-12-26,2044-7-22,1.95,97.35,187.05,4987.56,C,Consumer Discretionary
USUK0ZD7X,9LNVVH,2015-8-5,2028-10-14,0.23,80.03,107.78,3119.94,B,Energy
T6CU468VW,EJJZCV,2022-3-27,2026-12-1,8.34,87.42,864.26,1156.69,B,Industrials
UFVISSC2O,OYRZAM,2007-9-6,2027-8-15,7.7,114.13,474.9,9389.1,AAA,Technology
T2SOBM5Z7,JE4U55,1990-10-3,2027-8-26,6.02,90.16,186.88,8097.24,CC,Technology
TIU3K2H9K,3T7CVS,1997-10-18,2050-7-16,6.02,111.66,834.18,2992.18,AA,Consumer Discretionary
RU1LOX6BG,NTV8UU,1983-3-6,2024-6-6,3.41,81.87,653.76,5947.43,BB,Materials
1NX1ZWIL6,RK905S,1987-4-27,2027-11-16,4.23,98.21,438.72,7663.19,B,Healthcare
Z8IJXI280,D1GT8L,1999-8-3,2033-11-16,8.06,104.86,126.89,3618.22,CC,Real Estate
BRGM0O76M,208QKA,2022-6-20,2027-4-21,2.95,114.57,912.28,6659.82,A,Healthcare
KKV2LHYL9,389PCZ,2013-8-18,2044-11-9,3.97,109.41,157.67,9120.93,BBB,Materials
HFRN9C3IN,Q06GDG,2010-2-27,2032-5-15,2.34,113.58,523.2,3024.92,D,Healthcare
4Z3PN3HJC,EARYIY,2008-10-8,2045-1-10,4.06,106.5,978.46,2554.63,AA,Energy
GE8451LTS,VPGZV7,2016-5-14,2034-11-2,6.49,84.04,288.86,6353.67,AAA,Real Estate
W5FMYII23,IE5A55,2006-8-7,2028-2-25,6.77,106.07,649.69,5125.46,CC,Consumer Staples
SMPDQ3B9V,2JCW6X,2001-12-20,2042-3-27,3.7,107.43,307.52,4867.16,CC,Materials
EABBFYFCM,IZWYUK,1990-12-2,2025-12-17,6.42,98.2,710.35,5943.68,BBB,Finance
RWA1QGW0H,88O3KN,1998-4-18,2043-9-24,3.86,115.44,424.65,8629.45,CC,Materials
59NA3CHL2,D1QJ2G,2015-4-4,2028-5-24,6.78,93.2,272.47,2156.02,AA,Consumer Staples
5B8X0XBU1,1XL2RV,2016-7-16,2031-5-3,6.38,117.09,246.28,7020.89,AAA,Technology
ZA8H3DGCT,4CBZD8,1995-5-10,2031-3-15,7.24,105.92,881.22,8033.36,CC,Consumer Discretionary
ISFX18D39,O8U23M,2023-5-12,2047-9-10,0.67,86.68,910.57,4798.23,C,Consumer Staples
9SDNYYVRB,DSG5FX,1999-11-26,2044-5-12,8.58,109.4,630.0,4037.26,AAA,Consumer Discretionary
DS36RUL66,CU5T5W,1984-7-7,2046-1-17,7.56,84.44,558.4,8061.48,BBB,Utilities
50W4AOOY0,RUD4M6,2016-2-25,2029-10-18,0.28,107.23,667.17,2195.15,AAA,Technology
ECN5NGX0T,8HUNI6,1989-3-6,2026-2-21,6.21,88.01,448.6,1031.08,CC,Consumer Staples
ARDYO8NFT,XJS9GT,1989-5-7,2027-10-24,6.04,112.98,635.32,5226.89,BBB,Materials
QBVQ48LG3,VMQ1G5,1993-1-24,2025-3-4,7.58,118.32,414.86,3388.99,AA,Healthcare
1A79AIP3D,2G7PC0,1981-3-17,2037-5-9,0.21,83.7,732.34,5272.88,C,Technology
2KNYK1I4T,0H82OD,1990-8-1,2041-4-17,6.67,94.82,428.14,6315.84,AA,Utilities
PB5QB459N,W1FB3P,1981-3-15,2048-3-22,3.68,90.33,958.34,5173.46,AAA,Real Estate
7UDDPFMZ1,KIXD1S,2002-1-6,2044-4-28,1.46,108.25,374.14,1492.93,CC,Materials
YLL6Q8RKG,OXPXLH,1981-5-6,2045-7-14,3.21,86.35,161.93,6162.19,AA,Industrials
DT85FQMT4,0FU96E,2009-3-1,2026-7-6,1.66,96.38,894.85,5830.61,D,Technology
EL9YIO7BF,MOC3JD,1995-10-1,2036-6-7,0.85,99.18,783.11,5399.46,BB,Healthcare
VU3M5R8MN,5YQHI3,2009-7-22,2050-6-22,8.94,105.31,968.06,8149.63,C,Industrials
0BFNRXIYI,HH67YB,1994-2-24,2032-7-5,6.44,87.38,156.72,5447.87,CCC,Healthcare
97T22SUIO,63Q51S,1998-6-4,2027-3-14,0.84,110.93,180.07,1201.67,AAA,Healthcare
ZIF2ISS73,ZAS4RS,1991-12-20,2044-2-21,8.69,119.68,424.66,9893.43,B,Materials
IT5EM99D0,F8Z6AM,1989-10-28,2043-3-14,5.33,98.56,897.31,2620.33,D,Consumer Staples
WHYL8NSF4,H7OF5J,2012-4-2,2027-3-23,8.14,104.26,971.59,1241.53,D,Real Estate
P5XUQ04T3,A4EZVZ,2018-9-17,2046-7-11,5.65,119.91,151.01,1384.48,CCC,Technology
2GVXNFHKX,Y13T2P,2011-4-22,2033-5-17,8.51,91.07,804.82,5227.26,CCC,Finance
2HSYEF69C,PS9YQK,2014-5-8,2047-7-23,0.35,85.95,852.41,2300.62,C,Consumer Staples
YEPCTXKTN,LRSMJB,2018-9-11,2034-9-4,5.63,112.91,407.32,2918.93,BB,Real Estate
S2L1BLEF1,W50AU5,1984-2-6,2048-3-21,9.3,99.43,964.57,1589.02,AA,Consumer Staples
M8RXG20K6,F63O81,2013-3-26,2034-11-1,3.7,107.06,732.04,5250.52,CCC,Healthcare
H09HL35CK,9OKCLX,2019-10-5,2029-6-2,2.2,110.48,495.43,2471.31,BB,Industrials
IB7SIXHI1,SII2IW,1982-3-21,2044-2-22,6.23,85.69,737.89,2145.09,CCC,Real Estate
1IHBVNENW,9Y700W,2017-7-22,2031-4-5,5.18,119.78,686.48,5069.34,A,Consumer Discretionary
50DCFC5GK,KHC5O3,2008-8-1,2034-5-15,0.61,85.2,485.52,8160.53,B,Technology
IWFN7ZHGE,1CDQ8Z,1981-12-26,2031-2-1,2.97,108.7,147.2,5301.65,B,Finance
XS9ZP3CQH,9V3V7Y,2015-9-12,2043-8-18,5.43,112.81,551.38,6829.51,B,Industrials
D1RAYV8AH,K5P2SL,2013-3-28,2027-3-24,2.86,92.14,186.97,9288.35,BBB,Materials
U9ON20W0W,G8KTXT,1988-12-18,2043-3-16,0.75,119.07,379.05,3028.7,BBB,Consumer Discretionary
BJ3OXRCEO,OG1J3L,1987-11-15,2031-3-9,2.64,98.51,135.02,9696.44,AA,Technology
VTV6EO38I,PXLG60,1981-7-7,2038-5-12,0.65,88.28,598.46,5198.26,D,Materials
ECHW0N236,7PU47B,2005-11-22,2033-12-9,1.61,116.26,631.0,2213.42,AAA,Utilities
F5HX56DPL,2U3FKN,2010-8-18,2030-9-8,3.01,118.75,195.63,4154.51,BB,Real Estate
F35X48HOZ,261FXC,2003-8-4,2042-1-2,2.31,99.07,360.6,8080.04,AA,Consumer Discretionary
EMNWYO1SP,EV6FBX,2011-5-3,2035-8-8,1.73,111.94,846.7,6754.71,C,Consumer Staples
JUC5HXVYY,1E7Z2F,1994-10-20,2024-4-26,2.34,97.66,996.04,1431.86,BBB,Real Estate
4RFS90CLO,0FN8UT,2023-8-10,2045-3-18,5.35,88.01,687.24,9539.01,B,Healthcare
D20RZ513X,PV85QV,2013-12-7,2031-3-5,8.65,107.17,866.17,7070.7,A,Finance
FABGYGVQ7,MD4QAH,2005-7-7,2028-7-11,6.47,84.44,108.79,7635.66,AA,Finance
OCE915WVK,MVKAXS,2004-12-6,2032-12-28,9.45,100.15,519.38,8001.96,A,Healthcare
1GXD5XU4P,OS21VC,2000-11-7,2041-1-19,4.56,83.92,969.51,3941.22,B,Finance
TEJBH5YG6,U54OLT,1980-3-13,2027-4-5,3.02,113.93,867.89,7579.21,C,Consumer Staples
GWTI47ZN8,8QHZW6,1981-5-25,2043-7-28,4.78,107.43,896.84,3312.62,AA,Utilities
GPXICQGUF,86YU1A,2012-6-15,2049-12-20,8.96,80.69,115.01,3055.51,A,Utilities
7NN1I2CY9,NBE68Q,2014-12-19,2031-11-21,4.08,108.87,700.2,8732.79,B,Utilities
V29E7QHTG,STQ7Q0,1992-3-8,2024-11-4,4.27,83.73,175.81,1434.72,A,Consumer Discretionary
2VQ0M9YWQ,3GOHP8,2018-6-16,2037-1-6,8.84,119.22,393.31,8204.16,A,Technology
I8604SUE0,O2UB2R,2004-4-23,2033-1-5,4.71,95.66,610.89,7773.73,B,Finance
YU0YM1Y6N,KI2OGT,2007-8-11,2029-5-14,8.46,85.07,311.12,5347.96,BBB,Consumer Staples
JCB32X8YQ,UEWNJX,2010-7-13,2036-5-11,2.94,118.96,822.46,8262.74,B,Energy
OGX9GZEAS,OV28C1,2008-8-9,2024-6-20,0.56,109.5,365.46,6035.43,B,Technology
